Zipcode,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
11232,36.48386241,62.91289675,70.58175416,59.98648168,61.4862834,140.0189947,89.70306378,116.3051972,122.0027626
11220,31.61435641,62.86630983,69.06864173,110.3169813,89.50217196,76.69903157,80.44059605,107.6668941,161.8101174
11228,25.55350391,61.05845051,103.2704893,86.31414136,76.2934575,50.06104249,126.628614,146.6377786,207.7854246
11223,35.92685787,50.92240898,80.23064442,81.68081685,91.94639546,98.40709269,154.6991747,160.7876832,239.7511799
11249,38.3852937,82.92488186,72.88667979,44.78573045,51.58180727,42.36545806,66.44069219,92.29589433,138.8904612
10465,31.77349201,44.47022744,76.61503168,57.04575242,74.02500202,95.94305337,72.62784837,138.3978401,123.6523126
11004,44.82057564,59.98047939,155.6774551,69.87938786,444.1667888,150.0542416,170.5938082,253.8124071,338.97148
11209,33.82506722,56.82867615,72.49405508,52.08348271,63.69623154,114.7737276,92.23273359,132.3910779,225.4391054
10026,31.30102774,80.93005572,78.28157676,48.10540996,41.57255366,80.76030002,91.09986216,114.5203607,67.47431961
10461,39.04314239,82.1047722,103.582764,83.60114516,130.9231276,162.1588285,100.8153364,140.7177375,175.263283
11355,40.45957471,61.32868837,81.68926104,89.71258134,118.4897565,136.8170625,157.8427936,250.8986698,274.0445193
11235,43.88106592,64.39733704,79.7780234,76.91912037,94.23284006,85.99205238,129.2617333,184.6697256,236.3082198
10169,7.814783951,2.408680556,6.52465812,18.61760417,8.437173203,7.270022222,8.826456916,12.35800839,4.600608747
11421,26.65775069,54.61238245,95.77734582,66.07225046,83.10231499,127.2636594,35.49090543,110.8854121,167.6291288
11206,34.48786974,73.54347692,90.71046242,77.27725458,66.90381188,77.4613091,107.3003083,104.2814315,137.3884023
11222,44.89958351,67.86936976,101.1520292,74.71824322,57.17673523,77.3043599,147.3653904,107.3185511,146.2792022
10039,42.38356167,114.0098921,88.69898829,40.47628472,60.40222417,153.8726726,138.7291522,143.3530558,116.6474909
10037,56.39425659,52.38777672,70.8255574,36.12210849,31.02287957,95.33130144,153.9956676,148.5889302,76.45180856
11417,25.9463957,48.25474553,63.16330013,141.1947752,115.6670553,44.57265816,88.32400168,170.5891121,185.4050899
10013,43.48125743,56.84223708,103.5262239,94.15718741,85.91281015,151.5668227,100.9028777,101.450203,87.96391143
11365,29.47949552,51.17021687,66.00050036,68.2035636,80.20532204,107.0460885,116.3345211,123.7443606,243.1801292
10018,41.12364401,44.78725736,123.6978225,121.870534,345.4460709,167.5672238,72.25268448,75.11809778,84.61331246
11426,43.52642341,91.4932549,107.6217466,109.0095592,223.1156441,172.8400398,158.3096365,183.5537987,327.2814515
10475,40.74045689,66.44670668,67.3713692,68.42512333,124.3494985,139.6239286,166.4720032,138.1750942,95.60095983
11109,26.7935,136.6174826,76.88013889,26.65368464,3.292921147,7.770392857,5.010196256,6.819650107,27.64580556
11366,14.0260846,23.84976132,32.20164328,37.06530071,25.44131385,33.28938106,86.2041815,48.96280513,86.1678609
10464,27.43121855,39.76955556,89.2358657,27.96352304,77.3734232,103.3393082,51.69427113,180.5682717,200.9103659
10471,23.05629306,55.39579236,85.89515963,65.68277009,91.2671413,67.05096872,75.81761385,94.01605348,177.8958523
10007,17.8137351,42.67006674,77.99006401,140.5993405,192.0336358,103.4841054,96.69043686,185.3554554,161.0054923
10307,61.42985082,58.9294582,102.0229409,116.2739336,67.28151936,54.98424267,60.61192675,113.6041098,163.7132399
11362,44.90682516,92.10864837,85.25963182,156.7305869,223.7171912,109.3567492,204.1299081,209.0956577,397.7661518
10030,54.09922528,66.09790299,89.25100559,31.27083525,66.2728926,102.4150733,219.0504382,165.0315972,182.9761505
10121,21.79850309,159.3645062,580.9668434,745.8793576,856.50875,697.8670635,13.78555556,201.836875,132.1317949
11430,36.25409219,279.1361872,530.0928884,1289.168181,1625.688283,1300.679749,141.8328819,173.3309722,494.6310131
10005,12.31128641,37.48327561,67.13531223,118.9367041,232.387953,250.6971687,85.04773073,80.30770276,106.6425067
10044,42.90519097,13.64953704,128.6226852,26.69028395,40.80710317,174.58761,89.51294753,131.6673765,233.2162719
11427,45.58541714,79.82103047,90.36284279,181.0291211,125.0645527,170.3761607,83.82077794,202.0868428,353.4364444
10282,13.75095238,89.42123457,111.3745833,49.49318318,25.39922743,58.82622685,43.61303704,39.92497475,148.2730724
11239,50.98004404,66.95363144,40.73715007,67.67550257,95.68190259,60.76421181,137.3551826,179.676217,146.9200083
10173,47.89472222,0,0,0.44,18,0,9.09,0.605555556,8.531666667
11359,0.029583333,0,0,1.42380719,89.98231481,0.108388889,748.9635556,51.82675926,15.49972222
10280,28.02566667,42.11316667,49.9872338,96.12974359,90.51521495,62.0104336,35.81803523,15.99684028,97.61333333
10177,290.57,1017.894722,52.86305556,0,0.555,0.147222222,21.18027778,0,4.6075
11001,51.9906974,70.74918022,85.85797281,13.91692633,339.1703958,71.85978738,94.54092312,106.4120879,459.6973264
10105,103.347963,0,44.49694444,0.124722222,2.05375,2159.318889,69.4225,0.717222222,4.675277778
11040,40.52827778,33.3574359,101.0868152,189.6068596,449.2066152,194.9648109,90.12602819,126.3042716,157.2638467
10178,108.9132407,0,0,0,0,324.3263095,0.212916667,37.27694444,0.292777778
11363,48.22532029,67.25488286,89.63927255,212.6570658,183.5552418,252.100015,456.2287407,182.5537109,816.5646433
10006,20.25527447,33.66238977,69.36385995,212.8209343,90.08256076,152.6130415,54.26954423,183.5927585,87.80846667
10069,58.66432099,111.0858013,105.5218444,41.61338164,48.33490143,107.7960125,79.13169312,67.67675121,66.66462963
11005,25.45064815,0,9.550555556,7.938611111,0.427277778,7.679444444,106.3531481,299.523125,0.522333333
12345,2.250925926,18.60905556,5.338888889,0,0.603055556,0.182444444,323.7090972,0.627986111,1.027388889
10171,127.2977778,0,23.33333333,0,33.09097222,0,0,0,22.29694444
10120,5.689259259,10.325,78.9462963,3.267638889,841.4775926,0.222314815,78.46645833,92.75458333,0
10278,69.83231481,4.19212963,518.7936111,12.53172222,64.68787037,60.00479167,9.368958333,12.25576389,14.80833333
10020,41.174,32.53734444,33.58148551,0.25125,271.8918519,487.3997712,54.54731481,69.59283951,11.67924242
10119,125.4723611,20.52467593,22.578125,871.3844444,7.911277778,1.249925926,3.233763889,4.076319444,7.605194444
10172,16.50138889,0,25.97592593,0,0,0,143.8711111,0,0
10281,10.08574074,20.70277778,665.1270833,653.28125,216.4839352,350.3390556,210.6108333,43.48436508,0.548541667
10279,23.52988426,15.56422619,722.75,0.21375,437.6571667,0.171944444,7.586388889,34.23472222,205.4613889
10041,0.96037037,0,514.0544444,0.055,0,9.688611111,116.8104861,25.04652778,18.17722222
10165,2.182777778,359.0779167,0,0.52962963,0,971.1036111,63.98833333,0.288611111,0
11371,76.95743056,12.16986111,0.043333333,4.800138889,504.7347222,271.2396528,0,24.66777778,787.85
10162,14.36930556,0,10.61088889,0.44125,0.497592593,0.268981481,35.76486111,27.57013889,0.155555556
11697,328.9411111,299.6521296,16.24361111,17.09694444,159.5424621,71.44274904,53.49618889,198.275823,212.4281944
10151,2.854722222,0,0,0,0,0,0.292222222,0.244814815,2.267083333
10103,0.76037037,28.5043254,0.359444444,1694.821667,0.021111111,0,0,31.81175926,2.719861111
10118,100.9306111,11.88916667,30.24361111,2122.947222,0,635.2755556,30.95361111,34.76833333,0
11242,21.76666667,24.95,0,0,0,348.5035714,680.1683333,0,0
10154,3.135277778,0,33.67537037,0,0,757.9572222,550.7473611,24.87868056,0.576944444
10152,16.92888889,22.03652778,168.0002778,0,0,2228.199722,0,0,11.36777778
10271,0,0.421111111,9.091388889,1996.129306,1494.217778,4.426527778,3.305555556,0,0
10110,12.72166667,90.08972222,0,1243.084167,0,0,2.322361111,0,0
10155,4.200555556,0,35.92625,761.0448611,0,1.604722222,0,0.613333333,0
11695,11.33069444,0,0,29.17118056,476.1038889,12.89388889,3.366990741,23.04694444,16.37472222
10000,33.60314815,58.97623457,116.6228333,0.807807329,1.745685185,13.50123016,86.08411765,87.1280848,44.60630117
10045,35.85861111,1.519722222,288.0002778,0.156944444,1.009444444,0,0,0,306.9003704
10123,6.735722222,3.009097222,0,0.053333333,0,1.7075,6.48125,0.19,0.661527778
10170,121.9833333,25.74194444,0,0.168888889,0,15.89583333,21.86194444,94.34691919,0.125763889
10166,0.440555556,0,0,0,0.040277778,0,0,0,0
10158,0,0,24,1570.897222,0,0,0,0.071111111,0
10179,0,42.19962963,0,1354.241019,0,0.386944444,0,0,0
11251,0,3.759444444,1.071666667,1.27125,743.4303704,0,0,0,120.8558333
10122,0,0.734166667,89.16388889,0,1151.443194,0,39.75777778,0,0
10111,0,0,1.266111111,360.8675694,0.0575,0,3.500555556,995.7411111,0
10055,0,0,166.7986111,0,0,0,0,0,230.3133333
10112,0,0.153055556,816.3588889,43.39333333,0,24.92027778,2.069166667,425.5566667,219.1372222
11241,0,0,18.33314815,9.928842593,65.62916667,73.03833333,23.52805556,47.71916667,0
10107,0,0,18.68295455,0,21.41152778,0,0,2.859583333,0
10176,0,0,21.09541667,232.0411111,0,0,0,0,0
10106,0,1.3,60.31666667,0.646666667,0,0,0,0,0
10115,0,0,171.9869444,0,352.6045833,0,0,388.2544444,0
10174,0,0,0,275.9731481,0.099444444,0,0,0,83.24277778
83,0,0,0,1.199444444,0.265416667,1.181388889,0,0,0
10153,0,0,0,0,0,48.755,65.66769841,0.191111111,0
10048,0,0,0,0,0,0,0,0.208611111,7.65
10167,0,0,0,0,0,0,2.478055556,0,0
10175,0,0,0,0,0,0,2.005277778,0,0
total,40.61019959,72.07962542,84.13970882,80.20349493,94.81141221,113.5258971,106.8443071,120.9475689,164.1988708
